company_name,guinumber,tel,companyaddress,responsibleperson,registerstyle,permitstatus,rreplan,permitnumber,permitdate
圓滿人生服務有限公司,80652171,02-25163900,臺北市中山區民權東路2段133號2樓,林益賢,跨區,營運中,否,北府民生字第1001283777號,100年10月12日
宜安生命事業股份有限公司,70843428,02-27399999,臺北市松山區光復北路60巷5號2樓,劉運龍,跨區,營運中,否,北府民生字第1001426615號,100年10月21日
恩億禮儀有限公司,53303209,02-24636699,基隆市中正區正豐街60號,朱建樺,跨區,營運中,否,北府民生字第1001403675號,100年10月21日
淨揚生命禮儀社,26631679,0939282342,桃園市龍潭區中興路505號1樓,沈彥綸,跨區,營運中,否,北府民生字第1001413649號,100年10月21日
永順殯葬禮儀墓園設計社,09848436,02-24261516,基隆市中山區安民里中山一路7號1樓,簡宗盛,跨區,營運中,否,北府民生字第1001446227號,100年10月21日
可欣的禮儀社,25715313,07-7423405,高雄市鳳山區鎮西里新生街一段55號2樓,林可欣,跨區,營運中,否,北府民生字第1001346672號,100年11月03日
寶田生活事業有限公司,84301260,02-89924525,臺北市大同區南京西路346號12樓,孫毓芳,跨區,營運中,否,北府民生字第1001578081號,100年11月08日
永龍國際禮儀有限公司,28332233,0938815225,基隆市仁愛區南榮路196號,連義銘,跨區,營運中,否,北府民生字第1001439509號,100年11月08日
御安生命禮儀社,10823975,0933692028,臺東縣臺東市新生里上海街71號7樓,陳瑞甘,跨區,營運中,否,北府民生字第1001591930號,100年11月08日
福祿壽禮儀品社,00723857,0932357379,基隆市七堵區明德一路39號,陳宗顏,跨區,營運中,否,北府民生字第1001488292號,100年11月09日
"全弘禮儀社 ",13748374,04-22336363,臺中市北區邱厝里崇德路一段120號1樓,蕭煃招,跨區,營運中,否,北府民生字第1001516360號,100年11月14日
蓮邦生命禮儀社(跨區),30210427,03-3750380,桃園市桃園區大德三街116號11樓,陳文俊,跨區,營運中,否,北府民生字第1001638113號,100年11月21日
育德殯儀社,81777403,02-29309279,臺北市大安區忠孝東路4段166號10樓,陳筠之,跨區,營運中,否,北府民生字第1001663270號,100年11月21日
平安園禮儀用品有限公司,97461915,"02-27193322 ",臺北市中山區民權東路2段196號2樓,蔣春暉,跨區,營運中,否,北府民生字第1001671440號,100年11月24日
福緣禮儀社,45818169,0910656777,彰化縣永靖鄉永南村文建路21號,陳景三,跨區,營運中,否,北府民生字第1001683118號,100年11月25日
鴻惠禮儀社,98111000,02-24295111,基隆市仁愛區英仁里南榮路503號1樓,陳建豪,跨區,營運中,否,北府民生字第1001660420號,100年11月30日
建德禮儀社,17063350,04-23378485,臺中市西區土庫里五權五街169號1樓,陳聰榮,跨區,營運中,否,北府民生字第1001889639號,100年12月26日
皇順開發股份有限公司,80579593,03-4357072,桃園市中壢區培英路310號,黃仁杼,跨區,營運中,否,北府民生字第1013001117號,101年01月02日
協詠生命禮儀有限公司,80694685,0934255021,臺北市士林區社子街60號1樓,洪宏宗,跨區,營運中,否,北府民生字第1011080668號,101年02月09日
生暉生命事業有限公司,28403264,02-24280320,基隆市仁愛區崇安街64巷5號1樓,陳亭臻,跨區,營運中,否,北府民生字第1011195107號,101年02月10日
懷德葬儀社,07581615,02-25532140,臺北市大同區延平北路2段135巷13號2樓,陳姿陵,跨區,營運中,否,北府民生字第1011146598號,101年02月14日
日迎展業有限公司,53146172,無,臺中市北區北屯路14號7樓之9,蔡素玉,跨區,營運中,否,北府民生字第1011196750號,101年02月15日
亦博禮儀有限公司,53147762,無,臺中市北區大雅路238號3樓,崔玉祥,跨區,營運中,否,北府民生字第1011227175號,101年02月22日
新花玉鮮花店,04415213,02-25051952,臺北市中山區民權東路2段174號1樓,吳崇德,跨區,營運中,否,北府民生字第1011247377號,101年02月22日
金衡葬儀社,74835505,02-24260153,基隆市仁愛區南榮路467號1樓,林建富,跨區,營運中,否,北府民生字第1011222516號,101年03月13日
道信生命關懷有限公司,53787160,無,桃園市觀音區草漯里三多街131號,林惠玲,跨區,營運中,否,北府民生字第1011300880號,101年03月15日
尊鼎禮儀服務有限公司,25094216,無,桃園市八德區建安街108巷12號,王有意,跨區,營運中,否,北府民生字第1011247376號,101年03月16日
正宏禮儀社,13446949,無,臺北市信義區虎林街30巷12弄2號1樓,張欽源,跨區,營運中,否,北府民生字第1011274215號,101年03月16日
誠安開發有限公司,53799813,0936801156,桃園市大溪區南興里南興路一段55號3樓,王莉玲,跨區,營運中,否,北府民殯字第1011313565號,101年03月19日
傳家生命事業股份有限公司,28598958,無,高雄市苓雅區三多四路110號3樓之1,戴守恩,跨區,營運中,否,北府民生字第1011331555號,101年03月20日
裕福蓮葬儀社,30363252,無,桃園市蘆竹區中福里大興八街19號1樓,許振通,跨區,營運中,否,北府民生字第1011355353號,101年03月20日
長城生命規劃股份有限公司,12197892,"02-23702425 ",臺北市中山區錦州街46號9樓之5,陳俊諺,跨區,營運中,否,北府民生字第1011433950號,101年03月23日
"真慈生命禮儀社 ",31513883,02-24231672,基隆市中正區新豐街490號之5、17樓,黃閔祺,跨區,營運中,否,北府民生字第1011331556號,101年03月27日
金振禮儀社,26854544,0934394319,苗栗縣苗栗市尚義街1號5樓,汪豐健,跨區,營運中,否,北府民生字第1011414972號,101年03月30日
上海正義生命服務有限公司,25148347,無,臺北市中山區民權東路2段186號1樓,楊浩,跨區,營運中,否,北府民生字第1011406689號,101年03月30日
聖愛禮儀社,13497670,03-5693738,新竹縣湖口鄉湖口村湖口老街302號,趙仲勳,跨區,營運中,否,北府民生字第1011509678號,101年04月09日
澐水生命事業有限公司,24244441,03-4552224,桃園市中壢區培英路318號,高國鈞,跨區,營運中,否,北府民生字第1011313566號,101年04月16日
宏遠殯葬禮儀社,31561940,"02-25035296    ",桃園市桃園區永安里力行路5號11樓之2,鄭學書,跨區,營運中,否,北府民生字第1011653072號,101年05月03日
周禮生命禮儀,31595076,03-5690769,新竹縣湖口鄉中正路2段325號1樓,周碩誠,跨區,營運中,否,北府民生字第1011653071號,101年05月03日
木山殯儀有限公司,16753336,02-27827808,基隆市仁愛區華二街9號1樓,高忠聖,跨區,營運中,否,北府民生字第1011720043號,101年05月14日
禮鈺生命有限公司,25188311,"02-24553047 ",基隆市七堵區光明路15號一層、二層(僅供辦公室使用),蘇鈺仁,跨區,營運中,否,北府民生字第1011816499號,101年05月24日
永信國際開發有限公司,13173980,無,高雄市左營區重化街49號1樓,孫盛明,跨區,營運中,否,北府民生字第1011826160號,101年05月25日
宏懋生命禮儀,31567016,0927016702,桃園市平鎮區上海路211巷9號4樓,何俊宏,跨區,營運中,否,北府民生字第1011834400號,101年06月06日
美地生命禮儀社,31516798,02-24655209,基隆市信義區福民街67巷6之1號,劉華新,跨區,營運中,否,北府民生字第1011903616號,101年06月07日
東林葬儀社,10922715,049-2658976,南投縣竹山鎮桂林里中正四巷49號1樓,陳滿女,跨區,營運中,否,北府民生字第1012037414號,101年07月02日
佑佺禮儀禮品行,94954269,03-3169001,桃園市桃園區春日里至善街217號1樓,李柏緯,跨區,營運中,否,北府民生字第1012061948號,101年07月09日
紫雲禮儀有限公司,27322911,02-25018738,臺北市中山區民權東路2段135巷19號,林彩玉,跨區,營運中,否,北府民生字第1012079934號,101年07月09日
鼎佑人本禮儀社,39672384,03-7357850,苗栗縣苗栗市文發路296號1樓,江玉文,跨區,營運中,否,北府民生字第1012071129號,101年07月16日
新生園生命禮儀有限公司,27952564,"02-25006311 ",臺北市中正區許昌街42之1號10樓,謝雨蓁,跨區,營運中,否,北府民生字第1012079935號,101年07月23日
蓉恩生命企業社,31517993,0938826673,基隆市七堵區明德二路15之11號4樓之4,陳淂蓉,跨區,營運中,否,北府民生字第1012184979號,101年09月07日
鳴瀚有限公司,12941870,"02-27325058 ",臺北市大安區辛亥路3段157巷24弄23號1樓,李年明,跨區,營運中,否,北府民生字第1012455640號,101年09月10日
龍祥生命事業有限公司,24454889,0925729020,桃園市桃園區新埔7街171巷12號3樓,陳永龍,跨區,營運中,否,北府民生字第1012382254號,101年09月24日
源豐禮儀社,14600455,049-2561886,南投縣國姓鄉長流村大長路499號,王秋霞,跨區,營運中,否,北府民生字第1012510666號,101年10月01日
順隆禮儀社,48961553,"02-28128133 ",臺北市萬華區康定路20號1樓之1,江茂林,跨區,營運中,否,北府民生字第1012731830號,101年10月23日
淨心生命禮儀有限公司,53982369,"03-3256122 ",桃園市桃園區會稽里大有路802巷2號,王曉明,跨區,營運中,否,北府民生字第1012594333和,101年10月30日
慈恩事業股份有限公司,53815877,02-24372068,基隆市安樂區興寮里基金一路135巷5弄51號,鍾允棟,跨區,營運中,否,北府民生字第1012582239號,101年11月01日
大德葬儀社,81742411,02-22113648,臺北市大安區臥龍街188巷3號1樓,沈美年,跨區,營運中,否,北府民生字第1012813645號,101年11月14日
政宏禮儀社,45819343,05-7852347,雲林縣水林鄉水北村水林路68號,洪嘉君,跨區,營運中,否,北府民生字第1012787095號,101年11月26日
宥登企業社,26138753,無,基隆市仁愛區龍安街208之2號1樓,徐千筑,跨區,營運中,否,北府民生字第1012883226號,101年11月26日
宏營有限公司,28461215,0800006024,桃園市龜山區光峰路千禧新城61號14樓,郭履康,跨區,營運中,否,北府民生字第1012905754號,101年12月13日
善滿緣企業社,26251163,02-27335668,臺北市大安區臥龍街188巷1號1樓,蔡淑茹,跨區,營運中,否,北府民生字第1012988407號,101年12月20日
慈山生命禮儀社,39700369,0919007590,南投縣竹山鎮瑞竹巷179弄17號1樓,曾彥彬,跨區,營運中,否,北府民生字第1012935521號,101年12月28日
西部鮮花店禮儀社,97634450,05-5862578,雲林縣西螺鎮延平路26號,程偉銓,跨區,營運中,否,北府民生字第1012908003號,102年01月17日
信祥禮儀社,13325044,07-7760769,高雄市鳳山區文德里文衡路420號2樓,洪銘宏,跨區,營運中,否,北府民殯字第1024520366號,102年03月06日
台安殯儀有限公司,12963183,0910239609,臺北市中山區建國北路3段16號,陳英俊,跨區,營運中,否,北府民殯字第1033453972號,102年03月06日
龍華葬儀社,99557958,05-2693781,嘉義縣溪口鄉游西村潭肚寮21號,謝發,跨區,營運中,否,北府民殯字第1024520615號,102年03月12日
國濟禮儀社,45668350,0963120839,雲林縣土庫鎮南平里馬光路45-3號1樓,張啟庭,跨區,營運中,否,北府民宗字第1021437139號,102年03月25日
琉璃光生命禮儀有限公司,54119477,0933326231,新竹市北區境福街85號5樓之2,陳采盈,跨區,營運中,否,北府民宗字第1021397393號,102年03月25日
主內安息禮儀社,25363247,0937739918,彰化縣彰化市光復里和平路62號,陳怡中,跨區,營運中,否,北府民宗字第1021400482號,102年03月29日
施鎮平禮儀社,21847685,0910542463,南投縣名間鄉南雅村員集路144號,施鎮平,跨區,營運中,否,北府民殯字第1024521685號,102年05月10日
羽翔生命禮儀股份有限公司,54238712,03-3363511,桃園市龜山區幸福五街4號,周致宏,跨區,營運中,否,北府民殯字第1024522230號,102年05月20日
永久生命禮儀有限公司,53932777,02-22364799,臺北市文山區辛亥路6段84號,林祖文,跨區,營運中,否,北府民殯字第1024521614號,102年05月24日
廣聯服務有限公司,53104399,02-25232623,臺北市大安區忠孝東路4段222號3樓,陳富美,跨區,營運中,否,北府民殯字第1024522247號,102年05月31日
大久企業社,99472023,0913528148,桃園市桃園區汴洲里大有路934號,葉志逸,跨區,營運中,否,北府民殯字第1024522473號,102年05月31日
安慶殯葬服務有限公司,84113324,02-27327994,臺北市大安區辛亥路3段157巷24弄14號1樓,王思琪,跨區,營運中,否,北府民殯字第1024522946號,102年06月11日
仁佑禮儀有限公司,27702243,0922728640,高雄市苓雅區建國一路231巷1弄2號2樓,顧政仁,跨區,營運中,否,北府民殯字第1024523008號,102年06月13日
崇德禮儀服務社,31515003,0910090770,基隆市中山區中平街135號,李龍慶,跨區,營運中,否,北府民殯字第1024522854號,102年06月20日
頌恩紀親生命禮儀工作社,00318702,0935440583,高雄市三民區大昌二路268號14樓之17,凌偉勳,跨區,營運中,否,北府民殯字第1024523047號,102年06月26日
緣祥禮儀有限公司,54319926,0937428070,臺北市中正區許昌街42之1號10樓,陳和春,跨區,營運中,否,北府民殯字第1024523212號,102年06月26日
蓮安佛化禮儀社,39810696,04-23758057,臺中市西區五權5街210巷7號1樓,簡霆瑋,跨區,營運中,否,北府民殯字第1024523816號,102年07月19日
中華國際管理顧問有限公司,27399137,05-2842237,嘉義市西區港坪里大同路675號,楊雅玲,跨區,營運中,否,北府民殯字第1024524035號,102年08月09日
南陽五福禮儀用品社,18169887,03-4733453,桃園市觀音區觀音里中山路46巷30號,葉時欣,跨區,營運中,否,北府民殯字第1024524531號,102年08月15日
北方葬儀社,17093468,02-27350752,臺北市大安區臥龍街188巷3號2樓,劉冬生,跨區,營運中,否,北府民殯字第1024524401號,102年08月20日
承邑生命禮儀有限公司,54348696,"02-89651610  ",臺北市大安區忠孝東路4段222號9樓,王宜婷,跨區,營運中,否,北府民殯字第1024525073號,102年09月03日
嘉聲禮儀社,62955743,0933618107,嘉義市東區後庄里東義路99巷14號,楊淑娟,跨區,營運中,否,北府民殯字第1024525144號,102年09月03日
民笙禮儀社,14343421,02-25173918,"臺北市中山區龍江路342巷34號2樓 ",張萬來,跨區,營運中,否,北府民殯字第1024524935號,102年09月03日
安舜生命禮儀社,31952475,02-25032204,臺北市中山區民權東路2段174號1樓,簡靖閔,跨區,營運中,否,北府民殯字第1024524945號,102年09月03日
高福禮儀社,99790337,0953461451,新竹市北區曲溪里成德路11號,莊詠婕,跨區,營運中,否,北府民殯字第1024525401號,102年09月16日
大進殯葬禮儀有限公司,27810171,05-2360553,嘉義市東區安寮里吳鳳南路521巷18弄24號,黃昭進,跨區,營運中,否,北府民殯字第1024525711號,102年09月23日
世全生命禮儀社,39787077,0912375165,南投縣埔里鎮北門里北環二巷19號一樓,江麗玲,跨區,營運中,否,北府民殯字第1024525650號,102年09月27日
北興禮儀社,19401151,0912124624,嘉義市西區重興里北興街296號,李明穎,跨區,營運中,否,北府民殯字第1024525411號,102年09月27日
思孝禮儀用品有限公司,70379569,02-22393089,臺北市中山區民權東路2段113巷1弄13號,呂玫儀,跨區,營運中,否,北府民殯字第1024525951號,102年10月14日
慈懷禮儀有限公司,54358687,"02-28383128                ",臺北市中山區民權東路2段192號1樓,蔡志宏,跨區,營運中,否,北府民殯字第1024526021號,102年10月16日
台灣生命舘股份有限公司,27667745,"08-7228500       ",屏東縣屏東市瑞光里民生東路11巷13號,張峻豪,跨區,營運中,否,北府民殯字第1024526171號,102年10月16日
永生禮儀用品社,17676576,03-3251125,桃園市桃園區會稽里大有路758號1樓,蘇秀連,跨區,營運中,否,北府民殯字第1024526173號,102年10月18日
有恒生命禮儀企業社,31517699,0930056209,基隆市中山區成功2路32號1樓,謝宜峰,跨區,營運中,否,北府民殯字第1024526261號,102年10月22日
德安生命禮儀有限公司,54261902,0911767798,臺中市西屯區內江街106號4樓,林真如,跨區,營運中,否,北府民殯字第1024526481號,102年10月28日
天佑生命禮儀,37848725,無,新竹市北區延平路1段317巷85弄48號1樓,鄭得鑫,跨區,營運中,否,北府民殯字第1024526707號,102年11月05日
大東葬儀社,01211968,0932030642,臺北市中山區民權東路2段174號,胡國卿,跨區,營運中,否,北府民殯字第1024526891號,102年11月08日
佛源禮儀有限公司,54357293,02-22171432,臺北市大安區辛亥路3段157巷22弄3號1樓,王志宏,跨區,營運中,否,北府民殯字第1024526975號,102年11月15日
千峯國際禮儀社,39962948,0915272858,基隆市中正區新豐街164號8樓,徐惠琳,跨區,營運中,否,北府民殯字第1024527661號,102年12月10日
合興葬儀用品社,02634254,03-3253098,桃園市桃園區汴洲里大有路939號,凃天生,跨區,營運中,否,北府民殯字第1024527417號,102年12月16日
逸遊人間禮儀服務有限公司,54118343,0935535075,基隆市暖暖區源遠路12號,鄭光宏,跨區,營運中,否,北府民殯字第1024527844號,102年12月16日
瑞豐生命禮儀社,25904948,0928002592,高雄市新興區復橫一路147號2樓,"李佳恩 ",跨區,營運中,否,北府民殯字第1024527859號,102年12月16日
福祐生命禮儀有限公司,54526615,03-5232349,新竹市北區曲溪里南大路672巷6號1樓,"雲翔 ",跨區,營運中,否,北府民殯字第1033450217號,103年01月10日
彼岸生命禮儀有限公司,54650557,0937011177,臺北市中山區民權東路2段135巷20弄3號1樓,台逸嫻,跨區,營運中,否,北府民殯字第1033450256號,103年01月14日
天姿禮儀坊,01464251,0927227909,桃園市平鎮區龍興里龍德路36巷6弄1號3樓之14,蔡煌松,跨區,營運中,否,北府民殯字第1033450065號,103年01月23日
祥晉生命事業有限公司,54661007,0910193933,臺北市中山區民權東路2段135巷18號,蕭定銘,跨區,營運中,否,北府民殯字第1033450597號,103年01月28日
和信禮儀有限公司,97457412,02-27596782,臺北市中正區延平南路61號5樓之3,吳穎昆,跨區,營運中,否,北府民殯字第1033450835號,103年02月13日
羅時生命禮儀有限公司,54664519,0932079119,臺北市大安區辛亥路3段157巷22弄3號1樓,羅源森,跨區,營運中,否,北府民殯字第1033450934號,103年02月13日
宏願禮儀禮品社,18402580,02-25011190,臺北市中山區民權東路2段135巷29弄2號,吳玉華,跨區,營運中,否,北府民殯字第1033451141號,103年02月19日
人本生命事業有限公司,53790003,0925989607,桃園市中壢區培英路322號,劉世超,跨區,營運中,否,北府民殯字第1033451081號,103年02月21日
儲動德利金圓融顧問有限公司,13018714,0932068068,桃園市中壢區龍和一街255巷3號2樓,李有鴻,跨區,營運中,否,北府民殯字第1033450996號,103年02月24日
晴光生命美學禮儀社,26935309,04-7558484,彰化縣和美鎮四張里平原路121號,洪詩晴,跨區,營運中,否,北府民殯字第1033451490號,103年03月06日
西方蓮禮儀有限公司,29048670,02-23917289,臺北市中正區忠孝東路1段11之3號2樓,駱良榮,跨區,營運中,否,北府民殯字第1033451709號,103年03月24日
名揚禮儀社,17552239,02-23702425,臺北市中正區延平南路61號4樓之11,黃金桃,跨區,營運中,否,北府民殯字第1033452374號,103年04月03日
佛心禮儀社,99889372,無,南投縣竹山鎮中山里鯉南路1號,葉麗君,跨區,營運中,否,北府民殯字第1033452396號,103年04月03日
奇美生命有限公司,53845909,0932382936,苗栗縣竹南鎮正南里光復路21號,張惠雯,跨區,營運中,否,北府民殯字第1033452533號,103年04月10日
願安生命禮儀社,01470388,無,桃園市平鎮區東興里中興路187巷128號1樓,程素月,跨區,營運中,否,北府民殯字第1033452098號,103年04月10日
傳晟禮儀社,30233771,03-3809689,桃園市大溪區瑞源里員林路3段155巷56號,詹錦盛,跨區,營運中,否,北府民殯字第1033452436號,103年04月10日
玖禾生命禮儀股份有限公司,54133246,無,臺中市太平區新高里育才路470號1樓,賴政成,跨區,營運中,否,北府民殯字第1033452923號,103年04月22日
世恩禮儀社,39846913,0938151063,臺中市西屯區何厝東2街23號4樓之3,姜羅偉,跨區,營運中,否,北府民殯字第1033453361號,103年05月08日
菩提心禮儀有限公司,16592276,02-25011658,臺北市信義區基隆路1段420號12樓之1,曹美惠,跨區,營運中,否,北府民殯字第1033453070號,103年05月12日
梧恩生命禮儀有限公司,54791727,0976070494,桃園市平鎮區南豐路132巷39號1樓,范洋榮,跨區,營運中,否,北府民殯字第1033453491號,103年05月26日
寶山事業有限公司,54791043,03-5283390,新竹市北區經國路2段587號1樓,邱朝聖,跨區,營運中,否,北府民殯字第1033453522號,103年06月03日
菩提心禮儀有限公司冬瓜分公司,28826658,02-25011658,臺北市信義區基隆路1段420號12樓之1,曹美惠,跨區,營運中,否,北府民殯字第1033453071號,103年06月09日
恩緣生命事業有限公司,54808430,0975392027,桃園市平鎮區興安路39巷39號2樓,鍾芷茜,跨區,營運中,否,北府民殯字第1033454078號,103年06月09日
福祿殯葬禮儀社,99784709,03-3244898,桃園市蘆竹區山腳里山林路1段105巷4號1樓,蕭明治,跨區,營運中,否,北府民殯字第1033453332號,103年06月12日
麒陵生本禮儀社,38505727,02-28150095,臺北市中正區館前路8號7樓,郭憓陵,跨區,營運中,否,北府民殯字第1033454417號,103年06月12日
安心國際殯葬禮儀有限公司,80697206,02-23777959,臺北市大安區辛亥路3段157巷12弄32號1樓,魏素梅,跨區,營運中,否,北府民殯字第1033454580號,103年06月24日
寰展禮儀企業社,38510263,0913301301,臺北市中正區延平南路61號9樓之8,何新富,跨區,營運中,否,北府民殯字第1033454871號,103年06月30日
龍欣禮儀社,70892449,0987306620,桃園市龜山區宏慶街31巷25號1樓,江政勲,跨區,營運中,否,北府民殯字第1033454523號,103年07月01日
東熯生命禮儀有限公司,24609618,05-5220034,雲林縣斗六市嘉東里劉厝路22之2號1樓,詹天佑,跨區,營運中,否,北府民殯字第1033454811號,103年07月01日
金壽禮儀用品有限公司,00872005,02-24570281,基隆市暖暖區八西里八堵路23號1樓,喬林秋雪,跨區,營運中,否,北府民殯字第1033455009號,103年07月02日
尚城國際股份有限公司,28197150,0982943843,臺北市大安區臥龍街192號,江春基,跨區,營運中,否,北府民殯字第1033455335號,103年07月14日
義泰禮儀服務社,09420263,02-27320324,臺北市大安區臥龍街188巷10號1樓,朱顏夢莉,跨區,營運中,否,北府民殯字第1033455441號,103年07月14日
萬嚴生命禮儀企業社,39967330,0988429068,基隆市信義區東峰街52巷3號,陳妙彩,跨區,營運中,否,北府民殯字第1033455135號,103年07月21日
慈慧禮儀企業社,38512451,02-28930283,臺北市中山區長安東路1段16號2樓之5,范達宇,跨區,營運中,否,北府民殯字第1033455666號,103年07月21日
永玖禮儀用品店,81826811,02-24202696,基隆市仁愛區龍安街33號1樓,吳炫逸,跨區,營運中,否,北府民殯字第1033455567號,103年07月22日
天福禮儀社,09914630,0935964327,桃園市大溪區埔仁路171號,羅鳳汝,跨區,營運中,否,北府民殯字第1033455476號,103年07月22日
方圓禮儀服務社,37755916,02-24632632,基隆市中正區正榮街77巷35號底二層,劉鑽輝,跨區,營運中,否,北府民殯字第1033455418號,103年07月25日
吉竔禮儀社,31593458,03-5860439,新竹縣關西鎮新力里10鄰下橫坑105之3號,張峻源,跨區,營運中,否,北府民殯字第1033455638號,103年08月01日
天泰禮儀有限公司,24573484,0913235866,臺北市大安區信義路2段72號地下1樓,謝郭仁,跨區,營運中,否,北府民殯字第1033456217號,103年08月15日
緣渡人文生命有限公司,24613958,0988362353,桃園市八德區永祥街27號1樓,趙秝淳,跨區,營運中,否,北府民殯字第1033456337號,103年08月15日
一方禮儀有限公司,27714037,0989089138,臺北市中山區民生東路1段77號8樓之5,鄭淑芬,跨區,營運中,否,北府民殯字第1033456376號,103年08月27日
福慧園生命服務禮儀社,39843535,0913791815,臺中市沙鹿區清泉里東海路74號2樓,陳樺香,跨區,營運中,否,北府民殯字第1033456355號,103年09月04日
永潤禮儀有限公司,16794630,02-27131909,臺北市中山區民權東路2段113巷1弄13號1樓,羅英明,跨區,營運中,否,北府民殯字第1033457247號,103年09月23日
鴻安禮儀企業社,40999346,0932073761,基隆市七堵區福三街73之1號2樓,黃鈺皓,跨區,營運中,否,北府民殯字第1033457217號,103年09月23日
御信禮儀有限公司,28947822,05-2386498,嘉義市西區劉厝里大聖路19號1樓,陳志傑,跨區,營運中,否,北府民殯字第1033457435號,103年10月03日
冠紘有限公司,25088642,0932356751,基隆市仁愛區南榮路151巷2號1樓,賴志雄,跨區,營運中,否,北府民殯字第1033457662號,103年10月03日
芝卉禮儀企業社,38559407,0911294665,臺北市中正區延平南路61號4樓之11,曾芝卉,跨區,營運中,否,北府民殯字第1033457759號,103年10月07日
華新生命禮儀企業社,01628515,0958972549,桃園市龍潭區中興路211巷98弄33號,黃偉華,跨區,營運中,否,北府民殯字第1033458219號,103年10月28日
恆韜生命禮儀有限公司,24756596,0987859373,臺北市大安區忠孝東路4段166號10樓,楊承霖,跨區,營運中,否,北府民殯字第1033458367號,103年10月31日
安心管理顧問有限公司,54768367,無,臺中市北區梅川西路三段66號9樓,艾素貞,跨區,營運中,否,北府民殯字第1033458496號,103年11月03日
送行者生命事業有限公司,53543290,02-25033303,臺北市中山區民權東路二段196號,賴鈺媗,跨區,營運中,否,北府民殯字第1033458867號,103年11月17日
臥龍生命有限公司,54129025,02-27350027,臺北市大安區臥龍街163號,王靜,跨區,營運中,否,北府民殯字第1033459016號,103年11月24日
永豐生命禮儀有限公司,24767355,02-25029524,臺北市中山區民權東路2段190號1樓,王建忠,跨區,營運中,否,北府民殯字第1033459130號,103年11月26日
永晟禮儀有限公司,24755702,0939333123,臺北市中山區民權東路2段135巷29弄15號1樓,賈佐銓,跨區,營運中,否,北府民殯字第1033459234號,103年12月03日
晨恩生命禮儀有限公司,24606979,04-22031308,臺中市南區國光路22巷14弄之7號,劉秀鳳,跨區,營運中,否,北府民殯字第1033459290號,103年12月12日
萬榮國際股份有限公司,27542106,02-25872268,臺北市中山區中山北路3段30號7樓之3,簡意濤,跨區,停業中,否,北府民殯字第1033459385號,103年12月12日
萬華生命禮儀有限公司,24566337,0989003911,臺北市大安區臥龍街190號,楊大偉,跨區,營運中,否,北府民殯字第1033459633號,103年12月22日
御安生命禮儀有限公司,53839300,02-24592238,基隆市暖暖區源遠路12號,呂景豐,跨區,營運中,否,北府民殯字第1033459713號,103年12月23日
紘展生命禮儀社,41286922,0937327127,高雄市大寮區力行路5號1樓,蘇夜晴,跨區,營運中,否,北府民殯字第1033459692號,103年12月25日
榮鼎生命禮儀有限公司,24668926,0926678060,高雄市三民區覺民路290之5號17樓,楊世榮,跨區,營運中,否,北府民殯字第1033459830號,103年12月25日
圓周生命禮儀有限公司,24774237,0922951098,臺北市大安區忠孝東路148號7樓,許皓威,跨區,營運中,否,北府民殯字第1033459796號,103年12月27日
花城禮儀有限公司,70597615,03-3565977,桃園市桃園區汴洲里大有路937號,張淑霞,跨區,營運中,否,新北府民殯字第1033459635號,104年01月08日
甫昆企業有限公司,22891478,02-23028670,臺北市中正區羅斯福路3段100之64號1樓,劉河山,跨區,營運中,否,新北府民殯字第1033460009號,104年01月08日
源德開發有限公司,27297407,無,臺中市北屯區安順東七街20號1樓,李雅雲,跨區,營運中,否,新北府民殯字第1043470323號,104年01月20日
欽福禮儀社,45590924,04-8963490,彰化縣二林鎮豐田里文華一街64號,邱惠雪,跨區,營運中,否,新北府民殯字第1043470276號,104年01月20日
菩提般若生命禮儀社,36948649,0917293928,高雄市三民區褒揚街3號6樓,林家慶,跨區,營運中,否,新北府民殯字第1043470356號,104年01月20日
祐暉國際有限公司,12967218,0932020838,臺北市中山區民權東路2段135巷20弄3號1樓,吳崇銘,跨區,營運中,否,新北府民殯字第1043470679號,104年02月02日
聖德禮儀社,31492867,0935230971,新竹市北區曲溪里成德路19號1樓,羅喆坤,跨區,營運中,否,新北府民殯字第1043470593號,104年02月17日
善圓生命服務有限公司,53871048,0910000650,桃園市桃園區天祥7街81號2樓,簡志憲,跨區,營運中,否,新北府民殯字第1043470976號,104年03月02日
永鑫人文服務事業有限公司,24782594,02-25431815,臺北市中山區民權東路1段54號2樓,楊心怡,跨區,營運中,否,新北府民殯字第1043471162號,104年03月02日
建威生命禮儀社,41302697,0938048427,高雄市鳳山區鳳東里中山東路290巷19號3樓,吳亞俶,跨區,營運中,否,新北府民殯字第1043471634號,104年03月16日
華嚴生命事業,37847916,無,新竹市北區崧嶺路24號1樓,林湘儀,跨區,營運中,否,新北府民殯字第1043471636號,104年03月16日
群善生命禮儀社,38869796,0953212928,臺中市潭子區頭家里大成街63號1樓,林丞鋒,跨區,營運中,否,新北府民殯字第1043471980號,104年03月23日
豐榮生命禮儀企業社,45505595,0980549226,南投縣埔里鎮東潤路26巷8弄12號1樓,簡宥汝,跨區,營運中,否,新北府民殯字第1043471635號,104年03月30日
東泰禮儀有限公司,54815827,0933949818,新竹縣新埔鎮信義街12號1樓,陳一君,跨區,營運中,否,新北府民殯字第1043471865號,104年03月30日
